"id","cyberball","focus","ostracism_condition","self_other_condition","ios_condition","ios_outcome","outcome","cause_self","cause_other","stability_value","locus_value","stability","locus"
96,2,2,"excluded","green","group_green_other",7,6,NA,"They put away their bully mentality and went for what they wanted.",5,3,"stability_other6","locus_other6"
96,2,2,"excluded","green","group_green_other",7,7,NA,"The guy might be cute, but mean.",4.5,3,"stability_other7","locus_other7"
96,2,2,"excluded","green","group_green_other",7,8,NA,"He bullied his way to the top.",3,3,"stability_other8","locus_other8"
96,2,2,"excluded","green","group_green_other",7,9,NA,"It was good?",1,3,"stability_other9","locus_other9"
96,2,2,"excluded","green","group_green_other",7,10,NA,"They left me out of the game.",3,1.5,"stability_other10","locus_other10"
97,2,2,"excluded","green","group_green_other",2,2,NA,"The member is overwhelmed with the task at hand.",3.5,3,"stability_other2","locus_other2"
97,2,2,"excluded","green","group_green_other",2,3,NA,"The information stated may not have been popular with said audience. ",3.5,4,"stability_other3","locus_other3"
97,2,2,"excluded","green","group_green_other",2,4,NA,"Perhaps the Green group has a lot of unpopular opinions and are frowned upon.",4,4,"stability_other4","locus_other4"
97,2,2,"excluded","green","group_green_other",2,5,NA,"They have warned their friend before if they don't want to listen to their advice then stop asking for it.",3,2.5,"stability_other5","locus_other5"
97,2,2,"excluded","green","group_green_other",2,6,NA,"The said member proved that they were a great fit for the position.",3,3.5,"stability_other6","locus_other6"
97,2,2,"excluded","green","group_green_other",2,7,NA,"Typically friends compliment each other.",3,3,"stability_other7","locus_other7"
97,2,2,"excluded","green","group_green_other",2,8,NA,"Through hard work this member was recognized. ",3,3,"stability_other8","locus_other8"
97,2,2,"excluded","green","group_green_other",2,9,NA,"Through dedication and effort the hard work is shown.",3.5,1.5,"stability_other9","locus_other9"
97,2,2,"excluded","green","group_green_other",2,10,NA,"They are in a happy thriving relationship.",3,3,"stability_other10","locus_other10"
98,2,1,"excluded","yellow","group_yellow_own",3,1,"A misunderstanding between Yellow and their friend",NA,4.5,5,"stability_self1","locus_self1"
98,2,1,"excluded","yellow","group_yellow_own",3,2,"Yellow does not have good time management skills to handle the tasks assigned to them ",NA,2,1,"stability_self2","locus_self2"
98,2,1,"excluded","yellow","group_yellow_own",3,3,"Ignorance regarding the topic of the talk and having an undeserved belief they're an expert ",NA,3.5,1,"stability_self3","locus_self3"
98,2,1,"excluded","yellow","group_yellow_own",3,4,"They play the game poorly",NA,4.5,1,"stability_self4","locus_self4"
98,2,1,"excluded","yellow","group_yellow_own",3,5,"Yellow's sense of morality does not allow them to assist a friend with a problem when they believe the outcome is one of cruelty to another ",NA,1,1,"stability_self5","locus_self5"
98,2,1,"excluded","yellow","group_yellow_own",3,6,"They are qualified for the position and would fit well within the role",NA,1,1,"stability_self6","locus_self6"
98,2,1,"excluded","yellow","group_yellow_own",3,7,"The member of group yellow put effort into making a noticeable change to their appearance for the occasion they meet their friend",NA,4.5,1,"stability_self7","locus_self7"
98,2,1,"excluded","yellow","group_yellow_own",3,8,"Devotion and hardwork ",NA,1,1,"stability_self8","locus_self8"
98,2,1,"excluded","yellow","group_yellow_own",3,9,"They put a lot of effort into a project which has a large pool of interest",NA,2,1.5,"stability_self9","locus_self9"
98,2,1,"excluded","yellow","group_yellow_own",3,10,"An incident occured that had their partner reevaluate the value that Yellow has in their life and decided to show their appreciation for Yellow's presence with increased displays of affection",NA,3.5,4.5,"stability_self10","locus_self10"
99,2,2,"excluded","green","group_green_other",5,1,NA,"they did something to offend them ",4.5,2.5,"stability_other1","locus_other1"
99,2,2,"excluded","green","group_green_other",5,2,NA,"they got stopped due to cheating ",3.5,1,"stability_other2","locus_other2"
99,2,2,"excluded","green","group_green_other",5,3,NA,"probably acted as if they were better ",3.5,3,"stability_other3","locus_other3"
99,2,2,"excluded","green","group_green_other",5,4,NA,"they did something bad again ",3,1.5,"stability_other4","locus_other4"
99,2,2,"excluded","green","group_green_other",5,5,NA,"more concerned about themselves ",1,2.5,"stability_other5","locus_other5"
99,2,2,"excluded","green","group_green_other",5,6,NA,"did well in the interview and learnt specific answers ",3,2.5,"stability_other6","locus_other6"
99,2,2,"excluded","green","group_green_other",5,7,NA,"one of their good friends from a young age ",2,2.5,"stability_other7","locus_other7"
99,2,2,"excluded","green","group_green_other",5,8,NA,"been doing good work ",1.5,1.5,"stability_other8","locus_other8"
99,2,2,"excluded","green","group_green_other",5,9,NA,"put in work to do well",3,2,"stability_other9","locus_other9"
99,2,2,"excluded","green","group_green_other",5,10,NA,"new relationship so more exciting ",4,3.5,"stability_other10","locus_other10"
100,2,1,"excluded","yellow","group_yellow_own",4,1,"A friend that has total respect .",NA,1,1,"stability_self1","locus_self1"
100,2,1,"excluded","yellow","group_yellow_own",4,2,"There could be to much work for them to do or there could be complications within the job",NA,3,3,"stability_self2","locus_self2"
100,2,1,"excluded","yellow","group_yellow_own",4,3,"That nobody is paying attention to the speaker",NA,3,4,"stability_self3","locus_self3"
100,2,1,"excluded","yellow","group_yellow_own",4,4,"Not friends just enemies",NA,2,5,"stability_self4","locus_self4"
100,2,1,"excluded","yellow","group_yellow_own",4,5,"Because the friend is new and nobody knows them well enough to help .",NA,3,4,"stability_self5","locus_self5"
100,2,1,"excluded","yellow","group_yellow_own",4,6,"They have the right skills needed for the job",NA,1,1,"stability_self6","locus_self6"
100,2,1,"excluded","yellow","group_yellow_own",4,7,"The friend is kind and caring",NA,1,1,"stability_self7","locus_self7"
100,2,1,"excluded","yellow","group_yellow_own",4,8,"Works well at the job he does",NA,1,1,"stability_self8","locus_self8"
100,2,1,"excluded","yellow","group_yellow_own",4,9,"Is very skilful at his work",NA,1,1,"stability_self9","locus_self9"
100,2,1,"excluded","yellow","group_yellow_own",4,10,"Because they respect and love each other ",NA,1,1,"stability_self10","locus_self10"
101,2,1,"excluded","yellow","group_yellow_own",6,1,"The friend has some baggage that we don't know about",NA,5,5,"stability_self1","locus_self1"
101,2,1,"excluded","yellow","group_yellow_own",6,2,"Yellow's group member did not have good time management.",NA,5,3,"stability_self2","locus_self2"
101,2,1,"excluded","yellow","group_yellow_own",6,3,"The mindset of the audience was contrary to what Yellow wanted it to be.",NA,5,5,"stability_self3","locus_self3"
101,2,1,"excluded","yellow","group_yellow_own",6,4,"Something wrong was said or done",NA,5,3,"stability_self4","locus_self4"
101,2,1,"excluded","yellow","group_yellow_own",6,5,"The friend's problem is of no concern to group yellow.",NA,5,1,"stability_self5","locus_self5"
101,2,1,"excluded","yellow","group_yellow_own",6,6,"Yellow member's determination was instrumental.",NA,5,1,"stability_self6","locus_self6"
101,2,1,"excluded","yellow","group_yellow_own",6,7,"Yellow member looks good due to genetics and good grooming habits",NA,5,1,"stability_self7","locus_self7"
101,2,1,"excluded","yellow","group_yellow_own",6,8,"Yellow's performance warranted a raise.",NA,5,1,"stability_self8","locus_self8"
101,2,1,"excluded","yellow","group_yellow_own",6,9,"Hard work by group yellow's member.",NA,5,3,"stability_self9","locus_self9"
101,2,1,"excluded","yellow","group_yellow_own",6,10,"Yellow member's partner has increased feelings of affection.",NA,5,5,"stability_self10","locus_self10"
102,1,1,"included","yellow","group_yellow_own",4,1,"someones behaviour",NA,4,3,"stability_self1","locus_self1"
102,1,1,"included","yellow","group_yellow_own",4,2,"hard work",NA,4,2,"stability_self2","locus_self2"
102,1,1,"included","yellow","group_yellow_own",4,3,"poor performance",NA,4,2,"stability_self3","locus_self3"
102,1,1,"included","yellow","group_yellow_own",4,4,"a disagreement",NA,4,3,"stability_self4","locus_self4"
102,1,1,"included","yellow","group_yellow_own",4,6,"a good application",NA,4,2,"stability_self6","locus_self6"
102,1,1,"included","yellow","group_yellow_own",4,7,"they look nice",NA,3.5,3.5,"stability_self7","locus_self7"
102,1,1,"included","yellow","group_yellow_own",4,8,"doing their job well",NA,4,2,"stability_self8","locus_self8"
102,1,1,"included","yellow","group_yellow_own",4,9,"good work",NA,4,2,"stability_self9","locus_self9"
102,1,1,"included","yellow","group_yellow_own",4,10,"their partner loves them",NA,4,2.5,"stability_self10","locus_self10"
103,1,2,"included","green","group_green_other",5,1,NA,"Unresolved conflict.",3.5,4,"stability_other1","locus_other1"
103,1,2,"included","green","group_green_other",5,2,NA,"More concerned with self over the tasks.",4,2,"stability_other2","locus_other2"
103,1,2,"included","green","group_green_other",5,3,NA,"Content was incorrect for the audience ",2,2,"stability_other3","locus_other3"
103,1,2,"included","green","group_green_other",5,4,NA,"Lack of reciprocity ",3.5,2,"stability_other4","locus_other4"
103,1,2,"included","green","group_green_other",5,5,NA,"More self centered in nature",3.5,2,"stability_other5","locus_other5"
103,1,2,"included","green","group_green_other",5,6,NA,"The job they apply for is a good fit for them",2,1,"stability_other6","locus_other6"
103,1,2,"included","green","group_green_other",5,7,NA,"Because they look after themself",2.5,3,"stability_other7","locus_other7"
103,1,2,"included","green","group_green_other",5,8,NA,"Being inclusive of all members",2,2,"stability_other8","locus_other8"
103,1,2,"included","green","group_green_other",5,9,NA,"They worked hard",3.5,2,"stability_other9","locus_other9"
103,1,2,"included","green","group_green_other",5,10,NA,"They evolve into a better person",2,1,"stability_other10","locus_other10"
104,1,1,"included","yellow","group_yellow_own",6,1,"They may have done something wrong to the friend",NA,5,5,"stability_self1","locus_self1"
104,1,1,"included","yellow","group_yellow_own",6,2,"They don't have enough time to do it",NA,4.5,3.5,"stability_self2","locus_self2"
104,1,1,"included","yellow","group_yellow_own",6,3,"They've done a bad job or done.said something wrong",NA,4,1,"stability_self3","locus_self3"
104,1,1,"included","yellow","group_yellow_own",6,5,"They are busy with their own issues",NA,3.5,5,"stability_self5","locus_self5"
104,1,1,"included","yellow","group_yellow_own",6,6,"They deserve the job because they were the best candidate",NA,3.5,2.5,"stability_self6","locus_self6"
104,1,1,"included","yellow","group_yellow_own",6,7,"The friend is being nice and making small talk",NA,1.5,5,"stability_self7","locus_self7"
104,1,1,"included","yellow","group_yellow_own",6,8,"They deserve it because they've worked well",NA,3,1,"stability_self8","locus_self8"
104,1,1,"included","yellow","group_yellow_own",6,9,"They've done a good job and worked hard on the project",NA,4.5,1,"stability_self9","locus_self9"
104,1,1,"included","yellow","group_yellow_own",6,10,"They seem upset",NA,5,3,"stability_self10","locus_self10"
105,1,1,"included","yellow","group_yellow_own",2,2,"Because they were given too much work.",NA,3.5,3.5,"stability_self2","locus_self2"
105,1,1,"included","yellow","group_yellow_own",2,3,"The audience disagrees with the members views.",NA,3,4,"stability_self3","locus_self3"
105,1,1,"included","yellow","group_yellow_own",2,4,"Maybe they had some sort of disagreement.",NA,4,3,"stability_self4","locus_self4"
105,1,1,"included","yellow","group_yellow_own",2,6,"They were the best candidate for the job.",NA,3,4,"stability_self6","locus_self6"
105,1,1,"included","yellow","group_yellow_own",2,7,"I don't know.",NA,3,3,"stability_self7","locus_self7"
105,1,1,"included","yellow","group_yellow_own",2,8,"Nothing comes to mind.",NA,3,3,"stability_self8","locus_self8"
105,1,1,"included","yellow","group_yellow_own",2,9,"I have no idea.",NA,3,3,"stability_self9","locus_self9"
105,1,1,"included","yellow","group_yellow_own",2,10,"I don't know.",NA,3,3,"stability_self10","locus_self10"
106,1,1,"included","yellow","group_yellow_own",4,1,"They probably did something to betray the friend or something that may have hurt the friends feelings. Whether or not they realised this is an unknown.",NA,4,2,"stability_self1","locus_self1"
106,1,1,"included","yellow","group_yellow_own",4,2,"The main cause is probably that they have been given too much work to do with an unreasonable time frame. It's also possible that they didn't prepare or work hard enough, but I like to give the benefit of the doubt.",NA,4,1,"stability_self2","locus_self2"
106,1,1,"included","yellow","group_yellow_own",4,3,"The member of group yellow probably said something that would be considered offensive or against the ideals of the audience who were attending the talk.",NA,4,4.5,"stability_self3","locus_self3"
106,1,1,"included","yellow","group_yellow_own",4,4,"Perhaps the member of group yellow's personality isn't really compatible with that other person and as such they had a bad experience.",NA,3.5,1,"stability_self4","locus_self4"
106,1,1,"included","yellow","group_yellow_own",4,5,"Perhaps that the member of group yellow has had a bad experience with the friend and therefore is not willing to help them. This is a standard reaction for people who feel they've been wronged by someone else, and they then see this as not being worth the investment of their time.",NA,4,2,"stability_self5","locus_self5"
106,1,1,"included","yellow","group_yellow_own",4,6,"They probably spent a lot of time preparing for the interview and as a result they interviewed well and received the job. I think that also if a person wants something badly enough then they can get it (within reason) and I believe this contributed to that.",NA,4,1.5,"stability_self6","locus_self6"
106,1,1,"included","yellow","group_yellow_own",4,7,"I think the main cause of this outcome is that the two are friends and it's pretty natural to feel comfortable comforting someone who is already on a level with you where this would be deemed acceptable. I really don't think there's anything more to it than that.",NA,4,5,"stability_self7","locus_self7"
106,1,1,"included","yellow","group_yellow_own",4,8,"They probably got a raise because they performed well in their job and as a result their employer has rewarded them for this in the interests of not losing them to another company.",NA,2,1,"stability_self8","locus_self8"
106,1,1,"included","yellow","group_yellow_own",4,9,"It probably appealed to the audience it was aimed towards and the member of group yellow probably spent a lot of time and effort on it.",NA,3,1,"stability_self9","locus_self9"
106,1,1,"included","yellow","group_yellow_own",4,10,"They probably do a lot more for their partner than most, and perhaps treat them better than most. As a result this is reciprocated by their partner which is the natural reaction.",NA,3,1,"stability_self10","locus_self10"
107,2,1,"excluded","yellow","group_yellow_own",4,1,"They have had a disagreement, or they have found out yellow has done something to them (eg gossiping about them)",NA,4,2.5,"stability_self1","locus_self1"
107,2,1,"excluded","yellow","group_yellow_own",4,2,"They have fallen ill",NA,4.5,1,"stability_self2","locus_self2"
107,2,1,"excluded","yellow","group_yellow_own",4,3,"the talk tackled a concept which some of the audience felt targetted by (eg issue of sexism/racism ini   work)",NA,3,4.5,"stability_self3","locus_self3"
107,2,1,"excluded","yellow","group_yellow_own",4,4,"Their personalities do not match/they are very different people",NA,3.5,3,"stability_self4","locus_self4"
107,2,1,"excluded","yellow","group_yellow_own",4,5,"Yellow is not a good or empathetic friend",NA,2.5,1,"stability_self5","locus_self5"
107,2,1,"excluded","yellow","group_yellow_own",4,6,"They have worked hard and had a good application, CV and interview",NA,2,1.5,"stability_self6","locus_self6"
107,2,1,"excluded","yellow","group_yellow_own",4,7,"The member of group yellow made an effort with their appearance - chose flattering clothes, shoes and did their hair/makeup",NA,4,2,"stability_self7","locus_self7"
107,2,1,"excluded","yellow","group_yellow_own",4,8,"They have worked hard ",NA,3,2,"stability_self8","locus_self8"
107,2,1,"excluded","yellow","group_yellow_own",4,9,"The member worked hard on the project and put in a lot of work",NA,3,2,"stability_self9","locus_self9"
107,2,1,"excluded","yellow","group_yellow_own",4,10,"They have been having a hard time in work/life and therefore need more love and support from their partner",NA,3.5,4,"stability_self10","locus_self10"
108,2,2,"excluded","green","group_green_other",4,1,NA,"The friend's having a bad day.",4,4,"stability_other1","locus_other1"
108,2,2,"excluded","green","group_green_other",4,2,NA,"They've been given too much work.",3,4,"stability_other2","locus_other2"
108,2,2,"excluded","green","group_green_other",4,3,NA,"The audience disagrees.",5,3,"stability_other3","locus_other3"
108,2,2,"excluded","green","group_green_other",4,5,NA,"They can't help.",2,4,"stability_other5","locus_other5"
108,2,2,"excluded","green","group_green_other",4,6,NA,"The interviewer thought they were the best candidate.",4,2,"stability_other6","locus_other6"
108,2,2,"excluded","green","group_green_other",4,7,NA,"The friend feels like being nice.",4,4,"stability_other7","locus_other7"
108,2,2,"excluded","green","group_green_other",4,8,NA,"They deserve it.",3,2,"stability_other8","locus_other8"
108,2,2,"excluded","green","group_green_other",4,9,NA,"The project team (or the person) did a good job .and the project",2,3,"stability_other9","locus_other9"
108,2,2,"excluded","green","group_green_other",4,10,NA,"Not a clue, far too many variables in close relationships!",3,3,"stability_other10","locus_other10"
109,2,2,"excluded","green","group_green_other",7,1,NA,"they previously did something to upset their friend",1,1,"stability_other1","locus_other1"
109,2,2,"excluded","green","group_green_other",7,2,NA,"they did not plan enough time",5,5,"stability_other2","locus_other2"
109,2,2,"excluded","green","group_green_other",7,3,NA,"they focused on something negative",2,1.5,"stability_other3","locus_other3"
109,2,2,"excluded","green","group_green_other",7,4,NA,"they are in a bad mood",1,1,"stability_other4","locus_other4"
109,2,2,"excluded","green","group_green_other",7,5,NA,"they are self-centred",2,3,"stability_other5","locus_other5"
109,2,2,"excluded","green","group_green_other",7,6,NA,"they did well on the interview",3,4.5,"stability_other6","locus_other6"
109,2,2,"excluded","green","group_green_other",7,7,NA,"they look nice today",5,4,"stability_other7","locus_other7"
109,2,2,"excluded","green","group_green_other",7,8,NA,"they perform well at their job",2,3,"stability_other8","locus_other8"
109,2,2,"excluded","green","group_green_other",7,9,NA,"they completed the project well",4,5,"stability_other9","locus_other9"
109,2,2,"excluded","green","group_green_other",7,10,NA,"they showed their partner appreciation",3.5,5,"stability_other10","locus_other10"
110,1,2,"included","green","group_green_other",3,1,NA,"they did something to upset them accidentally",5,3,"stability_other1","locus_other1"
110,1,2,"included","green","group_green_other",3,2,NA,"too busy",3.5,2,"stability_other2","locus_other2"
110,1,2,"included","green","group_green_other",3,3,NA,"talk wasn't engaging",4.5,3,"stability_other3","locus_other3"
110,1,2,"included","green","group_green_other",3,4,NA,"misunderstanding",5,3,"stability_other4","locus_other4"
110,1,2,"included","green","group_green_other",3,5,NA,"they are unable to help",0,0,"stability_other5","locus_other5"
110,1,2,"included","green","group_green_other",3,6,NA,"deserved it, interviewed well",2,1,"stability_other6","locus_other6"
110,1,2,"included","green","group_green_other",3,7,NA,"they made an effort",3,2.5,"stability_other7","locus_other7"
110,1,2,"included","green","group_green_other",3,8,NA,"they worked hard",2,2,"stability_other8","locus_other8"
110,1,2,"included","green","group_green_other",3,9,NA,"they worked hard",3.5,2,"stability_other9","locus_other9"
110,1,2,"included","green","group_green_other",3,10,NA,"they deserved it",4,3,"stability_other10","locus_other10"
111,1,1,"included","yellow","group_yellow_own",5,1,"they have upset friend",NA,5,5,"stability_self1","locus_self1"
111,1,1,"included","yellow","group_yellow_own",5,2,"they had unexpected circumstances",NA,5,1,"stability_self2","locus_self2"
111,1,1,"included","yellow","group_yellow_own",5,3,"the talk was bad",NA,5,1,"stability_self3","locus_self3"
111,1,1,"included","yellow","group_yellow_own",5,4,"they did something wrong",NA,5,5,"stability_self4","locus_self4"
111,1,1,"included","yellow","group_yellow_own",5,5,"they are having  bad day",NA,5,3,"stability_self5","locus_self5"
111,1,1,"included","yellow","group_yellow_own",5,6,"they did well at interview",NA,2,1,"stability_self6","locus_self6"
111,1,1,"included","yellow","group_yellow_own",5,7,"they look nice",NA,5,3,"stability_self7","locus_self7"
111,1,1,"included","yellow","group_yellow_own",5,8,"they did good work",NA,1,1,"stability_self8","locus_self8"
111,1,1,"included","yellow","group_yellow_own",5,9,"they did something good",NA,5,5,"stability_self9","locus_self9"
111,1,1,"included","yellow","group_yellow_own",5,10,"they are in love",NA,4,4,"stability_self10","locus_self10"
112,1,1,"included","yellow","group_yellow_own",3,1,"Only seen as a member of a certain group.",NA,4,4,"stability_self1","locus_self1"
112,1,1,"included","yellow","group_yellow_own",3,2,"Too much work, worked too long on a particular project.",NA,2,2,"stability_self2","locus_self2"
112,1,1,"included","yellow","group_yellow_own",3,3,"May not have all the correct information, some people will always have a different opinion to another.",NA,3,2.5,"stability_self3","locus_self3"
112,1,1,"included","yellow","group_yellow_own",3,4,"Uneven playing.",NA,3.5,4,"stability_self4","locus_self4"
112,1,1,"included","yellow","group_yellow_own",3,5,"May not want to get involved in somebody else's business.",NA,4,3.5,"stability_self5","locus_self5"
112,1,1,"included","yellow","group_yellow_own",3,6,"Suitable for the job, has the qualifications. ",NA,1,1.5,"stability_self6","locus_self6"
112,1,1,"included","yellow","group_yellow_own",3,7,"Looks after themselves, maybe got a new outfit.",NA,2,1,"stability_self7","locus_self7"
112,1,1,"included","yellow","group_yellow_own",3,8,"Good fair player.",NA,1.5,1,"stability_self8","locus_self8"
112,1,1,"included","yellow","group_yellow_own",3,9,"Good team worker, highly valued, fair, good at what they do.",NA,1.5,1,"stability_self9","locus_self9"
112,1,1,"included","yellow","group_yellow_own",3,10,"Healthy stable relatioship.",NA,1,1.5,"stability_self10","locus_self10"
113,2,2,"excluded","green","group_green_other",7,1,NA,"The two just don't get on",3,3,"stability_other1","locus_other1"
113,2,2,"excluded","green","group_green_other",7,2,NA,"Inexperienced and cannot handle the tasks",3,3,"stability_other2","locus_other2"
113,2,2,"excluded","green","group_green_other",7,3,NA,"Member is young an inexperienced",3,2.5,"stability_other3","locus_other3"
113,2,2,"excluded","green","group_green_other",7,4,NA,"Inability to socialise properly",3,2.5,"stability_other4","locus_other4"
113,2,2,"excluded","green","group_green_other",7,5,NA,"They're selfish and self centred",3,2,"stability_other5","locus_other5"
113,2,2,"excluded","green","group_green_other",7,6,NA,"They have  the qualifications necessary for the job",3,3,"stability_other6","locus_other6"
113,2,2,"excluded","green","group_green_other",7,7,NA,"They are tidy",3,3,"stability_other7","locus_other7"
113,2,2,"excluded","green","group_green_other",7,8,NA,"They're doing their job well",2.5,3,"stability_other8","locus_other8"
113,2,2,"excluded","green","group_green_other",7,9,NA,"The praisers are easily pleased",3,3.5,"stability_other9","locus_other9"
113,2,2,"excluded","green","group_green_other",7,10,NA,"The two are a good match",3.5,3,"stability_other10","locus_other10"
114,1,1,"included","yellow","group_yellow_own",6,1,"The friend has some issue with yellow group member ",NA,3,3,"stability_self1","locus_self1"
114,1,1,"included","yellow","group_yellow_own",6,2,"There is some cause internal or external that means the group member is not able to finish the work I could have no way of knowing the cause ",NA,3,3,"stability_self2","locus_self2"
114,1,1,"included","yellow","group_yellow_own",6,3,"The audience is not in accordance with yellow group members views.",NA,3,3,"stability_self3","locus_self3"
114,1,1,"included","yellow","group_yellow_own",6,4,"They were not compatible personalities ",NA,4,3,"stability_self4","locus_self4"
114,1,1,"included","yellow","group_yellow_own",6,5,"They are selfish and do no think of others.",NA,3,1,"stability_self5","locus_self5"
114,1,1,"included","yellow","group_yellow_own",6,6,"They are suitability and skills for the job that put them above other candidates.",NA,4,1,"stability_self6","locus_self6"
114,1,1,"included","yellow","group_yellow_own",6,7,"The friend likes the member of group yellow (main cause) secondly the yellow groups members appearance is in some form attractive to the other person.",NA,4,2,"stability_self7","locus_self7"
114,1,1,"included","yellow","group_yellow_own",6,8,"They are good at consistent and good at their job",NA,2,1,"stability_self8","locus_self8"
114,1,1,"included","yellow","group_yellow_own",6,9,"They have skills or traits that has caused them to be held in high esteem by another person.",NA,2,1,"stability_self9","locus_self9"
114,1,1,"included","yellow","group_yellow_own",6,10,"Their partner loves them more (due perhaps to being loved more back) than other partners may do.",NA,3.5,2.5,"stability_self10","locus_self10"
115,2,2,"excluded","green","group_green_other",7,1,NA,"The friend is a horrible person.",3,3,"stability_other1","locus_other1"
115,2,2,"excluded","green","group_green_other",7,4,NA,"Meet someone else.",3,3,"stability_other4","locus_other4"
115,2,2,"excluded","green","group_green_other",7,5,NA,"They are not a friend.",3,3,"stability_other5","locus_other5"
115,2,2,"excluded","green","group_green_other",7,6,NA,"Main cause? They wanted the job badly so they studied for it.",3,3,"stability_other6","locus_other6"
115,2,2,"excluded","green","group_green_other",7,7,NA,"They looked good.",3,3,"stability_other7","locus_other7"
115,2,2,"excluded","green","group_green_other",7,8,NA,"They did a good job.",3,3,"stability_other8","locus_other8"
115,2,2,"excluded","green","group_green_other",7,9,NA,"They did the project well.",3,3,"stability_other9","locus_other9"
115,2,2,"excluded","green","group_green_other",7,10,NA,"They're better looking.",3,3,"stability_other10","locus_other10"
116,2,2,"excluded","green","group_green_other",6,1,NA,"The member is associated with negative stigma",3.5,4,"stability_other1","locus_other1"
116,2,2,"excluded","green","group_green_other",6,2,NA,"Something unexpected got in the way",5,4,"stability_other2","locus_other2"
116,2,2,"excluded","green","group_green_other",6,3,NA,"The talk was not well written",1,1,"stability_other3","locus_other3"
116,2,2,"excluded","green","group_green_other",6,4,NA,"The member of group Green is having a rough day",5,1,"stability_other4","locus_other4"
116,2,2,"excluded","green","group_green_other",6,5,NA,"The member is too emotionally exhausted to provide that labour",5,1.5,"stability_other5","locus_other5"
116,2,2,"excluded","green","group_green_other",6,6,NA,"The member's work history qualifies them",1.5,1.5,"stability_other6","locus_other6"
116,2,2,"excluded","green","group_green_other",6,7,NA,"The member has done something new with their clothing",5,3,"stability_other7","locus_other7"
116,2,2,"excluded","green","group_green_other",6,8,NA,"The member is a hard worker",1,1,"stability_other8","locus_other8"
116,2,2,"excluded","green","group_green_other",6,9,NA,"The member devoted a lot of time and energy into the project",2,1,"stability_other9","locus_other9"
116,2,2,"excluded","green","group_green_other",6,10,NA,"The member's partner is feeling appreciative ",4,4.5,"stability_other10","locus_other10"
117,1,1,"included","yellow","group_yellow_own",1,1,"they did something that cannot be forgiven straight away",NA,3.5,3.5,"stability_self1","locus_self1"
117,1,1,"included","yellow","group_yellow_own",1,2,"the person had to step out due to personal reasons, or they could not physically carry on. ",NA,3.5,3,"stability_self2","locus_self2"
117,1,1,"included","yellow","group_yellow_own",1,3,"they did not portray the talk's ideology to the audience, or audience opposes the idea given.",NA,2.5,3.5,"stability_self3","locus_self3"
117,1,1,"included","yellow","group_yellow_own",1,5,"they had something else in their mind, so they couldn't focus.",NA,3,4,"stability_self5","locus_self5"
117,1,1,"included","yellow","group_yellow_own",1,6,"this maybe due to good luck or their amazing skills",NA,3,2.5,"stability_self6","locus_self6"
117,1,1,"included","yellow","group_yellow_own",1,7,"they looked good that day or tried harder than normal",NA,3,3,"stability_self7","locus_self7"
117,1,1,"included","yellow","group_yellow_own",1,8,"they did very well recently, compared to what they did before",NA,3,3.5,"stability_self8","locus_self8"
117,1,1,"included","yellow","group_yellow_own",1,9,"they presented their ideas well that can be received overall good with majority audience ",NA,3,3.5,"stability_self9","locus_self9"
117,1,1,"included","yellow","group_yellow_own",1,10,"they treated the person with the same respect and love that they are recieving",NA,3.5,3,"stability_self10","locus_self10"
118,2,2,"excluded","green","group_green_other",7,1,NA,"green are not friendly",3,1,"stability_other1","locus_other1"
118,2,2,"excluded","green","group_green_other",7,2,NA,"they are not currently working hard",4,2,"stability_other2","locus_other2"
118,2,2,"excluded","green","group_green_other",7,3,NA,"He does not fit into their group.",3,2,"stability_other3","locus_other3"
118,2,2,"excluded","green","group_green_other",7,4,NA,"Green does not have a good reputation",2,2.5,"stability_other4","locus_other4"
118,2,2,"excluded","green","group_green_other",7,5,NA,"Green are not inclusive",1.5,1,"stability_other5","locus_other5"
118,2,2,"excluded","green","group_green_other",7,6,NA,"they worked hard",2,1,"stability_other6","locus_other6"
118,2,2,"excluded","green","group_green_other",7,7,NA,"he made an efford",3,4,"stability_other7","locus_other7"
118,2,2,"excluded","green","group_green_other",7,8,NA,"he worked hard",1,1,"stability_other8","locus_other8"
118,2,2,"excluded","green","group_green_other",7,9,NA,"Green members help him",5,3,"stability_other9","locus_other9"
118,2,2,"excluded","green","group_green_other",7,10,NA,"they deserved it",5,1,"stability_other10","locus_other10"
119,1,2,"included","green","group_green_other",5,1,NA,"They are jealous of their skills at Cyberball",3,3,"stability_other1","locus_other1"
119,1,2,"included","green","group_green_other",5,2,NA,"Green has been procrastinating",4,3.5,"stability_other2","locus_other2"
119,1,2,"included","green","group_green_other",5,3,NA,"Green is very anxious and does not speak clearly",3,3,"stability_other3","locus_other3"
119,1,2,"included","green","group_green_other",5,4,NA,"Green was not very sociable and didn't talk much",3.5,3.5,"stability_other4","locus_other4"
119,1,2,"included","green","group_green_other",5,5,NA,"Green is too busy to help",4.5,3,"stability_other5","locus_other5"
119,1,2,"included","green","group_green_other",5,6,NA,"Green prepared very well for the interview",2.5,4,"stability_other6","locus_other6"
119,1,2,"included","green","group_green_other",5,7,NA,"Green's friend is very kind",3.5,4.5,"stability_other7","locus_other7"
119,1,2,"included","green","group_green_other",5,8,NA,"Green has been practicing hard for Cyberball",3,2.5,"stability_other8","locus_other8"
